Cd.México	Acapulco	Aguascalientes	Atlacomulco	Campeche	Cancún	Cd.Acuña	Cd.Jiménez	Cd.Juárez	Chetumal	Chihuahua	Coatzacoalcos	Colima	Córdoba	Cortazar	Cuernavaca	Culiacán	Durango	Esperanza	Fresnillo	Guadalajara	Hermosillo	Huatabampo	Iguala	IzúcarDeMatamoros	Jacona	LaPaz	León	Matamoros	Mérida	Mexicali	Monclova	Monterrey	Morelia	Oaxaca	Pachuca	Puebla	Querétaro	Saltillo	SanAndrésTuxtla	SanLuisPotosí	Tampico	Tapachula	Tehuantepec	Tepatitlán	Tepic	Tijuana	Tlaxcala	Toluca	Torreón	Tulancingo	TuxtlaGutiérrez	Veracruz	Villahermosa	Zacatecas
103.523	104.575	102.989	104.115	104.010	103.888	101.822	103.604	101.501	104.073	103.399	102.249	102.983	103.424	102.799	103.493	102.910	103.470	101.842	103.471	103.827	102.338	103.074	102.653	102.866	103.415	103.864	103.132	102.458	103.596	101.684	102.737	102.945	102.363	103.278	103.213	104.078	104.194	103.394	104.301	103.468	101.941	102.994	104.989	103.796	102.957	102.418	102.904	102.727	103.552	103.597	102.772	102.529	102.620	102.472
103.741	104.452	103.079	103.911	103.929	104.137	101.594	103.244	101.840	103.978	103.302	102.409	103.132	103.662	102.377	103.624	102.812	103.486	102.025	103.088	103.893	102.404	103.341	102.790	102.549	103.585	104.139	103.171	102.471	103.689	101.582	102.932	102.998	102.176	103.473	103.297	104.303	104.471	103.270	104.212	103.537	101.736	102.867	105.350	104.041	102.758	102.677	102.941	102.423	103.481	103.863	102.758	102.403	102.375	102.261
104.079	105.020	103.796	104.272	104.288	104.715	101.907	103.733	102.018	104.368	103.571	102.671	103.659	103.815	102.445	103.761	103.213	103.908	102.426	103.743	103.993	102.909	104.062	103.433	103.323	104.198	104.524	103.747	102.911	104.084	101.735	103.117	103.762	102.718	104.338	103.399	104.629	104.585	103.788	104.644	104.160	102.381	103.125	106.702	104.145	103.095	102.851	103.254	102.503	104.118	103.650	102.837	102.769	103.551	102.781
103.817	104.465	103.945	103.256	104.315	104.555	101.906	103.596	102.260	104.628	103.735	102.994	103.688	103.873	102.779	103.475	103.514	104.086	102.943	103.655	104.003	103.157	104.283	103.354	102.958	104.419	104.472	104.115	103.166	104.136	101.978	103.354	103.814	102.853	104.069	103.023	104.355	104.913	103.700	104.441	103.969	102.570	103.700	106.785	104.134	103.188	102.964	103.014	102.386	104.195	103.016	103.160	102.793	103.973	103.029
104.134	104.682	104.220	103.465	104.455	105.008	102.463	104.016	102.713	104.826	104.211	103.150	103.947	104.002	103.521	103.668	103.915	104.578	102.897	104.183	104.124	103.385	104.175	103.271	103.045	104.562	104.511	104.624	103.437	104.400	101.921	103.536	104.038	102.998	104.038	103.521	104.743	105.326	104.116	104.339	104.299	102.765	103.730	106.680	104.356	103.563	103.281	103.421	102.674	104.623	103.236	103.375	103.205	103.951	103.590
104.372	105.188	104.730	103.337	106.137	106.201	105.961	104.087	102.915	106.383	104.561	104.503	104.201	104.425	103.852	104.099	104.178	105.120	103.038	104.624	104.543	103.559	104.496	103.966	103.661	104.609	104.974	104.640	103.929	105.715	101.952	105.172	105.636	103.314	104.363	104.057	105.642	105.907	104.384	105.067	104.532	104.882	104.258	107.525	104.863	103.936	103.360	103.745	102.910	105.872	103.485	103.647	104.720	105.790	104.207
104.952	105.690	105.094	104.200	106.687	106.645	106.220	105.411	105.090	106.262	105.732	105.000	104.907	105.104	104.304	104.530	108.222	105.380	107.463	105.031	105.060	108.334	108.261	104.273	105.000	104.870	107.845	104.490	106.423	106.314	107.198	105.426	105.892	104.013	104.898	104.513	106.540	106.387	104.695	105.843	104.906	105.132	104.809	107.686	104.716	104.246	103.534	104.650	103.402	106.675	103.771	104.137	104.968	106.087	104.593
105.659	106.096	105.857	104.932	107.064	107.433	106.610	105.967	105.812	106.686	106.133	105.838	105.363	105.757	104.559	105.258	108.512	105.749	107.694	105.530	105.764	108.778	108.537	104.701	105.457	105.503	108.636	105.041	106.839	107.071	107.845	106.098	106.301	104.513	105.743	104.883	107.147	107.145	105.025	106.458	105.374	105.434	105.233	108.023	105.371	104.781	103.970	105.252	104.166	106.981	104.220	104.759	105.633	107.010	105.230
106.060	107.123	107.019	105.899	107.495	107.810	107.081	106.838	106.128	107.121	106.613	105.996	105.850	106.325	105.500	105.812	109.170	106.323	107.666	106.090	105.805	109.456	109.081	105.630	105.858	106.191	108.922	105.585	107.456	107.215	108.534	106.626	106.793	104.640	106.219	105.479	107.868	107.590	105.537	106.602	106.411	105.960	106.017	108.527	106.336	105.035	104.150	105.719	105.386	108.105	105.038	105.053	106.303	106.912	105.545
106.725	107.528	107.335	106.621	107.678	107.864	107.554	107.127	106.141	107.199	106.948	106.272	106.048	106.519	106.127	106.288	109.432	106.615	108.166	106.949	106.062	109.320	109.378	106.289	106.510	106.662	109.003	105.975	107.693	107.432	109.004	107.142	107.171	104.788	106.537	106.192	108.635	108.320	105.794	107.380	106.831	106.173	105.345	109.518	106.928	105.323	104.515	106.749	105.880	108.236	106.073	105.077	106.588	107.286	105.825
106.702	107.509	107.466	106.523	107.995	107.883	107.655	106.920	105.358	107.163	106.320	105.972	105.443	106.540	105.550	106.137	109.164	106.615	107.882	107.144	106.184	109.037	109.152	106.453	106.320	106.633	108.843	105.510	107.329	107.935	108.624	106.206	107.193	104.502	106.848	105.518	108.474	108.487	105.685	107.655	106.591	106.057	106.111	110.949	106.525	105.507	105.125	106.299	105.780	108.122	106.511	105.753	106.538	107.495	105.845
105.869	107.965	106.098	105.019	105.766	106.642	104.150	106.423	105.040	105.822	105.360	104.932	104.360	106.059	104.024	105.580	108.115	105.936	107.003	106.119	105.511	108.291	107.613	105.688	106.273	106.491	106.857	104.613	106.561	105.885	107.052	103.146	104.643	103.671	106.190	104.364	107.132	107.205	104.365	107.057	105.194	103.551	106.433	109.348	105.398	104.247	104.141	105.866	104.703	106.725	106.189	105.436	104.684	106.585	104.611
106.604	108.764	106.622	106.538	106.423	106.915	104.512	105.926	104.616	105.968	104.834	105.585	104.873	107.379	104.726	106.526	105.491	106.660	103.662	105.698	106.585	104.284	105.095	107.195	107.557	107.624	104.972	105.148	105.428	106.537	103.041	103.841	105.761	104.834	107.456	104.839	107.396	107.730	105.121	107.326	106.145	104.650	106.820	109.838	105.343	104.800	105.052	106.344	105.907	107.824	106.755	105.436	105.492	107.575	104.752
106.896	108.896	107.533	106.398	107.259	107.622	104.865	106.768	105.030	106.957	105.723	106.239	106.054	107.620	105.862	107.116	106.214	107.607	104.754	106.409	107.052	105.245	105.658	107.453	107.343	108.033	106.176	106.093	106.330	107.990	104.289	104.364	105.644	105.575	107.668	105.995	107.663	107.993	105.900	108.642	107.559	105.524	108.007	110.328	106.157	105.538	106.201	106.460	106.518	107.828	107.705	107.112	106.365	108.042	105.414
107.501	109.214	108.613	106.716	108.287	108.232	105.482	107.846	106.174	107.759	106.767	106.510	106.675	108.432	106.716	107.569	107.008	108.467	105.765	107.213	107.417	106.437	106.134	107.876	107.341	108.641	107.067	106.378	107.211	108.505	105.342	105.112	106.695	106.213	108.135	106.859	108.370	108.634	107.065	109.333	108.130	106.255	108.628	110.343	106.851	106.445	107.413	107.013	106.859	108.597	108.528	108.579	106.730	109.024	106.437
107.828	109.642	108.895	106.898	108.471	108.685	106.061	108.201	107.132	108.045	107.520	107.128	107.317	109.009	107.593	107.448	107.394	108.942	105.749	107.683	107.944	106.622	106.972	107.922	107.673	109.371	107.590	106.732	107.491	108.870	105.639	105.834	107.113	106.825	108.436	107.173	109.516	109.495	107.283	109.399	108.292	106.383	109.358	110.301	107.614	106.769	108.103	107.622	107.002	109.007	108.576	108.423	106.997	109.099	107.312
